title,date,author
"
					[SALAH] PSI Membuka Lowongan Specialist Social Media dengan Gaji Rp60 Ribu Setiap Bulan				","November 8, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Foto Ilustrasi Iklan McDonald’s di Jepang				","November 7, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Foto Keluarga Agus Harimurti Yudhoyono Berwisata saat SBY Berobat Kanker Prostat di AS				","November 7, 2021",Pemeriksa Fakta Junior
"
					[SALAH] SMS Kejutan TikTok Bonus Sebesar Rp45 Juta				","November 7, 2021",Muhammad Khairil
"
					[SALAH] Akun Telegram Lembaga Penjamin Simpanan Menawarkan Investasi				","November 7, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “CEO Pfizer ditangkap, didakwa dengan penipuan”				","November 7, 2021",Adi Syafitrah
"
					[SALAH] Akun WhatsApp Wakil Ketua DPRD Kota Cirebon Menawarkan Lelang Mobil				","November 7, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Artikel “Citra Kirana, Innalillahi Wa Inna Ilaihi Raji’un, Selamat Jalan Untuk Selamanya 😭”				","November 5, 2021",Muhammad Khairil
"
					[SALAH] Foto Pertemuan Alien dan Manusia				","November 5, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Amazon Menyemprotkan Cairan yang Berbahaya untuk Kucing Pada Kardus Paketnya				","November 5, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Momen Sri Mulyani Nge-vlog bareng Presiden Jokowi di KTT G20 Roma”				","November 5, 2021",Adi Syafitrah
"
					[SALAH]: Viral, Video Sedang Naik Sepeda Seharga 250 Juta, Anak MASPION Dibacok Tangan Kirinya				","November 4, 2021",Syarief Ramaputra
"
					[SALAH] Flyer Acara Pemilihan Miss Waria Banten 2021-2022				","November 4, 2021",Syarief Ramaputra
"
					[SALAH] Pertolongan Pertama Luka Bakar Dengan Tepung Terigu				","November 4, 2021",Muhammad Khairil
"
					[SALAH] Pangeran Charles Memuji Keberhasilan Presiden Jokowi Menyelamatkan Alam				","November 4, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Lowongan Kerja PT Kereta Api Indonesia				","November 4, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Seorang Jendral AS Mendapatkan Hadiah Telepon Huawei dari Tentara Pembebasan Rakyat Cina (PLA)				","November 4, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Jawa Barat Menggelar Pesta Kemenangan Sebagai Juara Umum PON Papua 2021				","November 3, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Pengawalan presiden  Jokowi di Perancis Dengan formasi kawal V”				","November 3, 2021",Aribowo Sasmito
"
					[SALAH] Poster tentang Penyakit Stroke yang Menyerang Anak-anak sebagai Efek Samping Covid-19				","November 2, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Artikel “Kabar Duka Cita Innalilahi…!! AYU TING TING sampaikan berita Meninggal Dunia, Akibat Kecelakaan Maut?”				","November 2, 2021",Muhammad Khairil
"
					[SALAH] Sebuah Restoran di Hotel di Nigeria Baru Saja Ditutup karena Menyajikan Makanan dari Daging Manusia				","November 2, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Puan Maharani Sarankan Penanaman Microchip Di Tangan				","November 2, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Hasil Operasi Usus Buntu yang Penuh Boba				","November 2, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Penyanyi Acha Septriasa Meninggall Dunia Seluruh Rekan Artis Tidak Menyangka”				","November 1, 2021",Muhammad Khairil
"
					[SALAH] Peserta Tahfiz Al-Quran Tingkat Dunia Tak Diperhatikan Istana				","November 1, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Warteg di Pasar Pramuka Mengalami Kerugian Setelah dikunjungi Anies Baswedan				","Oktober 31, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Studio NASA di Luar Angkasa Ditabrak oleh Benda Asing				","Oktober 31, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “makam Rasulullah”				","Oktober 31, 2021",Adi Syafitrah
"
					[SALAH] Gambar Anies Membaca buku “101 cara ngeles”				","Oktober 31, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Anies Teken Kontrak Dengan Al Khathath				","Oktober 31, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Negara Akan Ambil Tanah Warga yang Tidak Mengurus AJB Selama 5 Tahun				","Oktober 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Bahasa China Sudah Masuk Kurikulum Sekolah di Halmahera Selatan				","Oktober 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Hidayat Nur Wahid Akui PKS Tak Menganut Asas Pancasila				","Oktober 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Kereta Pertama di Dunia”				","Oktober 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Seorang Anak Meninggal Setelah Divaksinasi Covid-19				","Oktober 29, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Foto “Mencoba Helm Sepakbola Amerika tahun 1912”				","Oktober 29, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Protein yang Bergerak di Mikroskop				","Oktober 29, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Lesti Terpilih Menjadi Bupati Cianjur				","Oktober 29, 2021",Pemeriksa Fakta Junior
"
					[SALAH] PDIP Usul Penutupan Pesantren Di Seluruh Indonesia				","Oktober 29, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Link Kuesioner Ulang Tahun BRI ke 120 Tahun				","Oktober 29, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Foto “inilah tengkorak Purussaurus, salah satu Buaya terbesar yang pernah hidup di Bumi”				","Oktober 29, 2021",Adi Syafitrah
"
					[SALAH] Hadiah Tunai Sebesar Rp185 Juta dari Shopee				","Oktober 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Peserta Wawancara Pertamina Harus Membayar Biaya Akomodasi				","Oktober 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Indonesia Dilanda Gelombang Panas				","Oktober 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Shah Rukh Khan Meninggal Dunia Akibat Kecelakaan Pesawat				","Oktober 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Giveaway Kedas Beauty				","Oktober 27, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Artikel “Pakar Keuangan Amerika Sebut Pinjol Ramai Peminat di Negara yang Suka Ngutang”				","Oktober 27, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Kucing Berusia 30 Tahun atau Setara dengan 90 Tahun Umur Manusia				","Oktober 27, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Mendeteksi Kesehatan Jantung dengan Memasukkan Tangan ke dalam Air Dingin Selama 30 Detik				","Oktober 27, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Instagram Bank Jateng				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					SALAH] Surat Penerimaan Pegawai BNN				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Lowongan Kerja PT Patra Badak Arun Solusi				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Hadiah Mobil Toyota Avanza Veloz Dari PT. WhatsApp Indonesia				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Telegram HSB Investasi				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Lowongan Kerja Pegawai Baru Bank Indonesia				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Whatsapp Wakil Bupati Lampung Selatan Pandu Kesuma Dewangsa “+6282140628177”				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Marak Penculikan Anak, Pelaku adalah Warga Negara Malaysia				","Oktober 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Ada Korban Meninggal di Kecelakaan Uji Coba LRT Jabodebek				","Oktober 26, 2021",Muhammad Khairil
"
					[SALAH] Akun Peringatan Pemblokiran oleh Facebook				","Oktober 25, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Putin: Memaafkan Teroris Itu Urusan Tuhan, tetapi Mengirim Mereka ke Tuhan Terserah Saya”				","Oktober 25, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Ayah Kandung Nikahi Putrinya, Ibu Hanya Bisa Pasrah				","Oktober 25, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Anies diberi Gelar Pahlawan Internasional				","Oktober 25, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Lagu Michael Jackson tentang Ibadah Haji yang Dikunci oleh Pemerintah Amerika Serikat				","Oktober 25, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Pasukan Taliban Mengendarai “Cyber Truck”				","Oktober 25, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Jenazah Covid-19 yang Sedang Merokok				","Oktober 25, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Alloh SWT mencabut ruh Perdana menteri Gujarat (india) dlm sekejap mata”				","Oktober 24, 2021",Adi Syafitrah
"
					[SALAH] Menghirup Cuka dapat Menyembuhkan Covid-19				","Oktober 24, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Makam Mustafa Kemal Ataturk Mengeluarkan Bau Busuk				","Oktober 24, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Peserta Wawancara Kerja Antam Wajib Pesan Tiket Travel di PT. Golden Asia				","Oktober 24, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Bos Indo Maret, Yan Bastian (See Liam) dan Keluarga Meninggal Karena Kecelakan di Jalan Tol KM 91				","Oktober 24, 2021",Pemeriksa Fakta Junior
"
					[SALAH] 600 Pelajar China Diberikan Vaksin Kosong di DKI Jakarta				","Oktober 24, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Instagram Berisi Lowongan Kerja PT Jasa Marga				","Oktober 24, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Daftar Minuman Instan yang Dapat Sebabkan Diabetes dan Matikan Sumsum Tulang				","Oktober 23, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Artikel berjudul “Cerita Ajid Terobos SD Ambruk di Cianjur demi Selamatkan Foto Jihyo”				","Oktober 23, 2021",Adi Syafitrah
"
					[SALAH] Kopi Lemon Bermanfaat untuk Diet				","Oktober 23, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Hadiah Rp2 Juta Dalam Rangka Ulang Tahun BRI Ke-120				","Oktober 22, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Minum Air Es Setelah Cuaca Panas Dapat Membuat Pembuluh Darah Pecah				","Oktober 22, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Bahasa Indonesia Jadi Bahasa Resmi Kedua Vietnam				","Oktober 22, 2021",Syarief Ramaputra
"
					[SALAH] “Berita Duka, SeIamat JaIan Untuk SeIamanya VICKY PRASTYO Sampaikan Berita Duka , InnaIiIahi WainnaiIIaihirojiun Kabar Dukа MеnуеIіmutі Dunia Entеrtаіnmеnt”				","Oktober 22, 2021",Muhammad Khairil
"
					[SALAH] Surat Kabar Milik KPK				","Oktober 22, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Studi FDA: Vaksin Pfizer Membuat Orang Lebih Rentan Tertular Covid-19				","Oktober 22, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Scan MRI Harus Dihindari Penerima Vaksin Covid-19				","Oktober 22, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Daun Kemangi Obat Penghilang Gatal Kulit				","Oktober 22, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Supporter Sepakbola Liga Jerman Membentuk Formasi Tulisan Rasulullah Untuk Memperingati Maulid Nabi Muhammad				","Oktober 21, 2021",Syarief Ramaputra
"
					[SALAH] Uang Koin Baru Pecahan Rp100.000 Terbitan Tahun 2021				","Oktober 20, 2021",Syarief Ramaputra
"
					[SALAH] Uni Eropa Akan Menghentikan Program Vaksin Covid-19 Mulai Oktober 2021				","Oktober 20, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Tautan Daftar Barang-barang Pegadaian yang Tidak Ditebus				","Oktober 20, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Pidato Anthony Fauci Mengembangkan Virus Influenza Baru				","Oktober 20, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Artikel “Berita Duka, SeIamat JaIan Untuk SeIamanya Akang Sulle”				","Oktober 20, 2021",Muhammad Khairil
"
					[SALAH] “Bocah 13 tahun, Sun Jisu, peretas Cina yang mengganggu Facebook, WhatsApp, dan Instagram di seluruh dunia”				","Oktober 20, 2021",Adi Syafitrah
"
					[SALAH] Judul Berita ITV tentang Seorang Pria Bersedia Divaksin setelah Membuat Tiga Orang Temannya Meninggal karena Covid-19				","Oktober 20, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Penampakan Tol Cisumdawu Memangkas dan Menerobos Bukit				","Oktober 19, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Wanita Berhijab Ditembak Mati Tanpa Alasan				","Oktober 18, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Sinovac Tidak Manjur, China Pindah ke Pfizer dan Moderna				","Oktober 18, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Balita divaksin “Upaya Menuju Pemusnahan Massal Umat Islam”				","Oktober 18, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “BENDERA MERAH PUTIH YG DI KIBAR KAN, saat KEMERDEKAAN berasal dari kain seprei dan kain penjual soto”				","Oktober 18, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Pasca Diperiksa 8 Jam, KPK Temukan Tumpukan Uang Triliunan Dirumah Rahasia Pak Gub!”				","Oktober 18, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Jokowi Kenakan Kemeja Merah Dengan Lambang Palu Arit				","Oktober 18, 2021",Syarief Ramaputra
"
					[SALAH] Artis Yuni Shara Meninggal				","Oktober 18, 2021",Muhammad Khairil
"
					[SALAH] IPB Mengumumkan Ranking Sayuran Anti Kanker				","Oktober 18, 2021",Muhammad Khairil
"
					[SALAH] “Jokowi Adalah Presiden Pertama yang Menginjakan Kaki di Tanah Papua”				","Oktober 17, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Seorang Pria Mendapatkan Hukuman Mati Setelah Mengkhotbahkan Injil di Suriah				","Oktober 17, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Layanan Modern Domino’s Pizza, Menggunakan Drone				","Oktober 17, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “minum air es setelah makan membuat perut buncit”				","Oktober 17, 2021",Adi Syafitrah
"
					[SALAH] Foto Anies Baswedan Memegang Celana Dalam Wanita				","Oktober 16, 2021",Syarief Ramaputra
"
					[SALAH] Seorang Astronot Menjadi Lebih Muda 28 Detik dari Saudara Kembarnya setelah 2 Tahun di Luar Angkasa				","Oktober 16, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Pilot Pesawat Maskapai Delta Meninggal setelah Divaksin				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Kasus Positif Covid-19 di Surabaya Naik				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Facebook Bupati Tana Toraja Theofilus Allorerung				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Facebook Bupati Jember Hendy Siswanto				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Cristiano Ronaldo Memegang Gambar Sketsa Yama Buddha				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Facebook Sekda Bengkulu Arif Gunadi				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Penampakan Bulan di Perbatasan Rusia dan Kanada				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Dana Bantuan Kesehatan & Modal Usaha dari Pusat BPJS Kesehatan				","Oktober 15, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Tetesan Jeruk Nipis Dapat Mengobati Mata				","Oktober 14, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Berita Terkini ~ Amien Rais Dikeroyok Oleh OTK, Keluarga Histeris Saat Mengetahui Kondisi Si Mbah!!”				","Oktober 14, 2021",Muhammad Khairil
"
					[SALAH] Darah Orang yang Divaksin Covid-19 Menjadi Tidak Normal dan Tidak Bisa Donor Darah				","Oktober 14, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Artikel “Innalillahi Wainnalillahi Rajiun! Kabar Duka Nardji Meninggal Dunia, Akibat Kecelakaan Maut”				","Oktober 13, 2021",Muhammad Khairil
"
					[SALAH] Pesan Whatsapp Shopee Beri Hadiah Rp 2 Juta Untuk Pelanggan Terbaik				","Oktober 13, 2021",Syarief Ramaputra
"
					[SALAH] Video “Berita Terkini ~ Mulut Kotor fadlizon Berujung Petaka, Desakan Densuss88 Bubar Berakhir Begini”				","Oktober 13, 2021",Muhammad Khairil
"
					[SALAH] Minum Air Es Setelah Makan Dapat Sebabkan Kanker				","Oktober 12, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Dampak Buruk Minuman Energi				","Oktober 11, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Surat Rekrutmen PLN Untuk Lulusan SMA hingga S1				","Oktober 11, 2021",Syarief Ramaputra
"
					[SALAH] Gambar Tangkapan Layar Liputan6.com “Anies Baswedan Masuk Daftar sindikat pencucian uang sebelum formula e”				","Oktober 11, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Penjualan Kalender Police News 2022 oleh Polda Jateng Seharga Rp100 Ribu				","Oktober 11, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Bahaya Mengonsumsi Susu dan Pisang Usai Makan Kepiting				","Oktober 11, 2021",Syarief Ramaputra
"
					[SALAH] Video “AKU BUTUH PKI”				","Oktober 11, 2021",Muhammad Khairil
"
					[SALAH] Video “VIRAL TERBARU HARI INI ~ SELAMAT JALAN ANIES BASWEDAN!! KPK BERHASIL LAKUKAN INI”				","Oktober 10, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “lnnaIiIIahi WainnaiIaihi Rojiun, Kabar Duk4 Dorce Gamalama. Inilah Pesan Terakhirnya..!!”				","Oktober 10, 2021",Muhammad Khairil
"
					[SALAH] CDC Amerika Serikat Memperingatkan Adanya Penyakit Mirip Polio yang Akan Muncul Pada Akhir Tahun 2021				","Oktober 10, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “ALLAHUAKBAR! MA, DPR, RAJA ARAB HINGGA MAHKAMAH INTERNASIONAL TURUN TANGAN BEBASKAN HABIB RIZIEQ!”				","Oktober 10, 2021",Muhammad Khairil
"
					[SALAH]: Situs Pedulilindungiq.com dan Minta Dana Rp1 Juta Untuk Vaksin Covid-19				","Oktober 10, 2021",Syarief Ramaputra
"
					[SALAH] Akun Telegram Badan Koordinasi Penanaman Modal (BKPM) dengan Admin Grup Thomas Lembong				","Oktober 9, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Karena Ditinggalkan Jemaatnya, Gereja Terbesar Di Rusia Ini Dijual Dan Dijadikan Masjid”				","Oktober 9, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Penampakan Protes Wajib Vaksin di Melbourne Tahun 2021				","Oktober 9, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “BERITA VIRAL ~ Amarahnya Suka Meledak, Jokowi : Risma Layak Kena Reshuffle Kabinet !”				","Oktober 8, 2021",Muhammad Khairil
"
					[SALAH] Covid-19 adalah Rencana Depopulasi Dunia				","Oktober 8, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Roy Kiyoshi Meninggal Dunia				","Oktober 8, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Jokowi Berjoget dan Kerumunan Tidak Patuh Prokes				","Oktober 8, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “BERITA VIRAL ~ YUSRIL GANDENG HOTMAN PARIS, BIKIN SBY & AHY TAK TERTOLONG ~ BERITA TERBARU”				","Oktober 8, 2021",Muhammad Khairil
"
					[SALAH] Video “Ini bukti megawati ingin merubah pancasila”				","Oktober 8, 2021",Muhammad Khairil
"
					[SALAH] Alipay dari Alibaba Menggunakan Nama E-Money DANA agar tidak dicurigai Rakyat				","Oktober 8, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Sertifikat Vaksin Menjadi Syarat Pengisian BBM di SPBU Wilayah Trumon Raya, Aceh Selatan				","Oktober 7, 2021",Pemeriksa Fakta Junior
"
					[SALAH] WWF Merupakan Wadah Kejahatan Mafia Dunia				","Oktober 7, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Gadget dan Wifi Sebabkan Kanker Darah				","Oktober 7, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Tautan 50 GB Kuota Gratis dari WhatsApp				","Oktober 6, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Foto PM Singapura Mengantre Vaksin Covid-19				","Oktober 6, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Kemunculan Harimau di Hutan Kedungjati Jawa Tengah				","Oktober 6, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Pencairan Dana 600.000-1,2 Juta Periode 2021 oleh BNI dan BRI				","Oktober 6, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Facebook Bupati Asahan				","Oktober 6, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Karma Hina Lesti !! Revi Mariska M3ningg4l Dunia !! Lesti Terima Pesan T3r4khir !!”				","Oktober 6, 2021",Muhammad Khairil
"
					[SALAH] “Pemimpin Cerminan Pemilihnya, Cina dulu, Cina sekarang”				","Oktober 5, 2021",Adi Syafitrah
"
					[SALAH] Pesan WhatsApp “Nanas panas ~ dapat membunuh sel kanker!”				","Oktober 4, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Air Rebusan Kayu Manis Dapat Menurunkan Kadar Gula Darah Bagi Penderita Diabetes				","Oktober 4, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Komandan kepolisian rusia menghujat ISLAM. Kemudian seorang pemuda checnya menantang duel one by one”				","Oktober 3, 2021",Adi Syafitrah
"
					[SALAH] Video “BERITA TERKINI ~ AKHIR TR4GIS JKW SRIMUL B0C0RKAN SEMUA ~ NEWS VIRAL JOKOWI”				","Oktober 3, 2021",Muhammad Khairil
"
					[SALAH] Aplikasi PeduliLindungi Dibuat dan Semua Data direkam oleh Singapura				","Oktober 3, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Tautan Undian Berhadiah ZARA untuk Memperingati HUT Ke-46				","Oktober 3, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Ketua MUI Memperbolehkan Merapatkan Shaf Shalat				","Oktober 3, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Satu gambar bernilai seribu kata oleh Syamsia Hassani”				","Oktober 3, 2021",Adi Syafitrah
"
					[SALAH] Presiden Tunjuk Langsung Gubernur Pengganti Anies				","Oktober 2, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Mayoritas Siswa di Jepang Tidak Mendapatkan Ujian dan Tugas Sekolah Hingga Kelas IV SD”				","Oktober 1, 2021",Pemeriksa Fakta Junior
"
					[SALAH] WHO Merencanakan Modifikasi Genetik Manusia Melalui Vaksinasi				","Oktober 1, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Utsmaniy menjadi pelopor dalam penanganan wabah melalui vaksinasi”				","Oktober 1, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Akun Facebook Wakil Gubernur Kalimantan Tengah, Edy Pratowo				","Oktober 1, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Gambar Tangkapan Layar Berjudul “Nelayan Natuna Dibayangi Kapal Kuwait Hingga Nelayan Yaman”				","Oktober 1, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Narasi “Mulai tanggal 6 kemarin siap2 kedepan beli lotek, cendol, seblak, cireng, cilok dan sebagainya bisa jadi wajib oleh yuan”				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “mama Egawati yg lagi dirawat di RSPP”				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Rakyat Menang.. !! Pemerintah Rumania menutup semua pusat vaksin..!”				","September 30, 2021",Adi Syafitrah
"
					[SALAH] Situs “Bank Rakyat Indonesia 120th Anniversary! Through the questionnaire, you will have a chance to get 3000 Dollar.”				","September 30, 2021",Adi Syafitrah
"
					[SALAH] Vaksin Covid-19 Dapat Mengubah Warna Darah				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Terlalu Banyak Meminum Air Berbahaya bagi Tubuh				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Lowongan Kerja PT Otoritas Jasa Keuangan				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Ramuan untuk Membersihkan Paru-paru dari Nikotin dan Tar				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Tukul Arwana Alami Pendarahan Otak karena Vaksin				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Air Jeruk Nipis dapat Membersihkan Nikotin dari Paru-paru				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video “Ternyata kabel telkomsel dibawa laut di gigit hiu”				","September 30, 2021",Adi Syafitrah
"
					[SALAH] Video Yang Menampilkan Tidak Ada Pesawat dalam Insiden 911 WTC pada 2001				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Dana Bantuan Sosial dari Pemerintah Melalui Pertamina Sebesar Rp150 Juta				","September 30, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Innalillahi Wainnalillahi Rajiun! Kabar Duka Eko Patrio Meninggal Dunia, Akibat Kecelakaan Maut”				","September 29, 2021",Muhammad Khairil
"
					[SALAH] Lagu Michael Jackson yang Tidak Diizinkan Untuk Umum Oleh Pihak Pemerintah Amerika				","September 29, 2021",Muhammad Khairil
"
					[SALAH] Video “KABAR TERBARU ~ TIT0 S4HKAN FP1 BARU | PER!NTAHKAN FP1 TEG4KKAN AM4R MA’RUF N4HI MUN9K4R | Viral”				","September 29, 2021",Muhammad Khairil
"
					[SALAH] Akun Instagram dan Loker PT. Hutama Karya				","September 29, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Tukul Arwana Meninggal Dunia				","September 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Kuburan Dengan Kode QR di Jepang				","September 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Video Demo Menolak Wajib Vaksin di Brazil				","September 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Pendaftaran Pelatihan Bagi Calon Siswa di Panti Sosial Bina Remaja				","September 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Internet di Indonesia akan Mati Total dari Tanggal 25-30 September				","September 28, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Operasi Razia Lalu Lintas di Banjarmasin dalam Rangka Operasi Patuh Intan Pada 21 September 2021				","September 27, 2021",Pemeriksa Fakta Junior
"
					[SALAH] “Innalilahi, Ini Pesan Wasiat Irfan Hakim Kepada Istri Dan Anak-anaknya Sebelum Meningg4l Dunia.!!”				","September 27, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Istana Meresmikan Bahwa PKI Diperbolehkan di Indonesia				","September 27, 2021",Syarief Ramaputra
"
					[SALAH] Bantuan Rp189 Juta dari Pemerintah Melalui Pertamina				","September 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] Politikus Bahlil Lahadia Sebut Gubernur DKI Jakarta Tak Tahu Malu				","September 26, 2021",Pemeriksa Fakta Junior
"
					[SALAH] PPKM diperpanjang Bansos dihentikan				","September 26, 2021",Pemeriksa Fakta Junior
