sentiment,aspek,Tweet
0,0,jeriwit tumbuh di hidung sakit sekali mau ngupil saja tidak bisa pfft
0,0,kacaww sih tiba-tiba saja nih kantor satu persatu sakit satu persatu positif gila memang
0,0,kaki kesleo sakit minta ampun
0,0,karena perut kita itu sakit nyeri kram jadi semua itu rasanya salah begitu
0,0,kebanyakan makan alhasil gigi jadi sakit bingits
0,0,kebiasaan jelek sekali kalau sakit saja makan bisa rutin kali sehari giliran badan enakan sedikit inginnya makan cuma kali doang
0,0,keluarga inti ada yang meninggal kecelakaan sakit yang benar benar perlu ke rumah sakit
0,0,kemarin hsil kuisioner ptm kesehatan mental fix dibawah standar normal kelelahan kerja target vaksinasi laporan covid tupoksi keter ya begitu deh tidak ada liburnya
0,0,kemarin ngejim sekarang bangun tidur badan sakit sekali sekali
0,0,kena panasan lama sakit kena hujan sakit punya badan cepat sekali basinya heran
0,0,kenapa saya sering sekali sakit pinggang
0,0,kepala pusing sekali badan menggigil semalaman bersyukur masih di kasih sakit
0,0,kepala sakit dari semalam buat tidur cepat apa iya karena keseringan menatap hp tanpa kepastian bikin sakit kepala ya
0,0,kepalaku pusing dari pagi jadi tiduran terus sakit deh punggungnya
0,0,ketika anak sakit duanya masyaallah harus kuat mental dan tidak boleh menangis harus kuat demi anak anak
0,0,ketika anda sedang diare ditambah punya maag ketika sakit perut melanda bingung karena mixed feelings __
0,0,ketika keadaanku sedang tidak baik bersamaan dapat kabar ibu juga sdang sakit
0,0,lagi banyak yang sakit saya sakit dari sabtu kemarin tadi ke kantor malah lupa bawa obat
0,0,lagi musim pancaroba harus sekali jaga kesehatan sudah sakit hari sedihnya tugas tidak keurus
0,0,lama sekali tidak sakit eh sekali nya sakit begini amat hampir minggu tapi beda diagnosis efek kecapaian yang menumpuk ya begini
0,0,lapar tapi buat mengunyah gigi sakit buat menelan sakit
0,0,lebih ke sakit perut sih karena anginnya tidak keluar
0,0,lelah sekali drama payudara sakit ini muncul lagi pusing sekali
0,0,lulusan psikologi bukanya menangani masalah mental health malah bikin orang sakit mental
0,0,lupa indahnya sembuh sampai merasakan sakit
0,0,lutut tidak bisa di tekuk sakit sekali
0,0,makan mie terus tidak sehat sih
0,0,makanya diawal sakit saya tidak kepikiran covid karena indra cium dan rasa normal baru setelah sesak napas saya test covid ternyata positip dan langsung cari rumah sakit
0,0,malam minggu ini sakit pundak sampai tidak bisa bangun
0,0,mana dulu pernah kena lagi sakit sekali tolong
0,0,masalahnya apa masyarakat percaya pemerintah ex suruh pakai masker tidak mau suruh vaksin itu karena butuh sertifikat vaksin bukan kesadaran kesehatan
0,0,mata saya sakit lagi
0,0,mau menangis sakit sekali palakku
0,0,memang paling benar sakit hati deh daripada sakit gigi
0,0,memang patah hati sekali tahu orang tua sakit
0,0,minggu lalu sudah diare sampai subuh subuh harus ke rumah sakit minggu ini sembelit balance memang ya
0,0,nah pas kelas itu saya posisinya memang sudah sakit tifus tidak sembuh sembuh di periksain ke ra juga tidak kenapa kenapa nah kebetulan sodaraku di kaliwungu ustadz begitu ya bisa dibilang orang pintar tapi bukan dukun yahh
0,0,ohh begini rasanya menahan mengantuk sampai sakit kepalanya
0,0,oke sepertinya badan ini mau turun badan lemas gatel tenggorokan sakit kepala pusing gigi ketarik jadi seperti pertama kali pakai behel super sakit
0,0,orang sudah berusaha ngomong ke kamu soal dia sakit ini dia percaya ke kamu sampai cerita sakit ini bla bla tapi balasannya makanya jangan makan ini minum ini kan sudah di bilangin jangan ini itu dan bla bla pendem saja sendiri sudah dan jadi malas chek up
0,0,pada akhirnya ibu meninggal dan tidak kuat lagi menahan sakit ditubuhny yang saya sesali saya tidak bisa memenuhi keinginan ibu ibu ingin sekali melihat saya menikah tapi karena saya menunggu dia bertahun dengan ending yang menyakitkan saya tidak bisa mewujudkan keinginan ibu
0,0,padahal ini stok minum buat ibu saya yang lagi sakit min
0,0,padahal keponakan yang sakit tapi sedihnya seperti merasa anak sendiri sakit
0,0,pantesan saya sakit perut makan roti hampir berjamur semalam rotinya tidak apa apa tadi pagi sudah berjamur
0,0,payudara sakit seminggu perut kram kadang sampai tidak kuat jalan
0,0,pernah tidak sih kamu pusing sekali sampai yah bner sakit itu kepala
0,0,pertama pakai behel sakit lepas pun sakit yah
0,0,perut sakit sekali karena mens ditambah aku teledor salah beli no token kepala nyut sumpah emosi aku rasanya sama diri sendiri
0,0,perut saya sakit sekali dahlah besok saja penelitiannya
0,0,perut saya sakit sumpah
0,0,perutku mulai sakit lagi padahal sehari sudah makan kali
0,0,perutku sakit
0,0,posisi dirumah lakik semua mana duanya sakit
0,0,pulang kerja kerasa sakit sekali cuma ditempelin saja dapat cc
0,0,punggungku sakit
0,0,radang sakit gigi dan biduran bercampur jadi satu mengumpulkan dibadan sungguh nikmat mana lagi yang kau dustakan
0,0,ragamu kurang asupan gizi jadi tolong mengerti diri sendiri
0,0,rasanya ingin sekali tapi keadaan tidak boleh lihat ayah ibu sudah sering sakit terus (:
0,0,reminder today keadaan gusi bengkak lagi merasakan sakit di keheningan ceritanya lagi menjiwai sakitnya ternyata jadi alarm buat orang yang berniat jahat
0,0,ro bpjs ketenagakerjaan lebih mengesalkan ketimbang bpjs kesehatan cuma tanya status kepesertaan perusahaan doang no respon sama sekali omg
0,0,rumah sakit sudah tidak ada yang bisa nampung pasian non covid lagi satu-persatu orang terdekat mulai tidak bisa diselamatin yang kemarin sudah dapat room di rumah sakit malah dipulangin mau operasi malah tidak jadi
0,0,saat makan enak orang lupa kesehatan yang penting lidah bisa bergoyang kalau bisa berulangkali eh beberapa tahun kemudian kena stroke diabetes sakit jantung dan sebagainya
0,0,sakit badan tidur istirahat selesai kalau sakitnya mental atau emosinya susah buat up-nya tidak cuma lelah emosinya tapi all of the body
0,0,sakit batuk sudah mau sebulan anak mantunya saja dibiarin padahal ya batuk itu dibadan tidak enak sekali sakit semua
0,0,sakit gigi kok ya terus tooo
0,0,sakit gigi yaallah beber
0,0,sakit hampir bulan
0,0,sakit hati sakit jiwa sakit mental di tambah sakit perut ujung nya ke wc bab nomer mahh ya
0,0,sakit hati setiap hari
0,0,sakit karena ulah orang lain yang tidak ingin bertanggung jawab
0,0,sakit kepala daritadi siang dipakai tidur tidak bisa dipakai makan tidak hilang juga belum ingin minum obat sampai saat ini berencana buat tidur cepat saja
0,0,sakit kepala sakit tenggorokan pilek
0,0,sakit kepala tidak enak sekali dari kemarin
0,0,sakit perut wkkwkwk
0,0,sakit pinggang yang tidak berkesudahan
0,0,sakit sekali ini gigi
0,0,sakit sekali jempol kaki aku
0,0,sakit sekali kepala ya tuhan
0,0,sakit sekali masih perih saja ah
0,0,sakit sekali perutku gara-gara pms
0,0,sakit sekali sudah
0,0,sakit sekali sudah nyuntiknya
0,0,sakit sekali woii tidak bisa ngomong
0,0,sakit sekali ya kalau sariawan di lidah
0,0,sakit semua badan ini
0,0,sakit seperti gni saja masih diledek perawat ruangan suruh ganti infus sendiri sama tensi sendiri
0,0,saya kehilangan akal sehat saya sepulang dari stasiun gambir dengan kereta argo sindoro jurusan semarang tawang pada hari minggu jam tahun lalu tolong bagi yang menemukan harap segera menghubungi saya sekian
0,0,saya saja sakit sampai masuk rumah sakit
0,0,saya sakit kok kamu tidak nengok sih sayang
0,0,saya sakit sudah hampir sebulan karena tipusku kumatt dan sudah antigen negatif tapi masih sakit masih demam dan akhirnya di suruh pcr sama dokter deg deg beneran takut positif karena dirumah ada lansiaa dan papaku ada bronkitis
0,0,sebal sekali kalau kepala sudah sakit kali begini
0,0,sedikit sedikit sakitdikit sedikit flu
0,0,sehari ini tidur cuma jam tidak sehat del odel
0,0,sekarang syarat donor semakin rumit harus pakai surat keterangan sehat vaksin kali pcr yang mahal itu kan jadi pikir
0,0,semalam mutah sampai pusing sampai seperti ngeblur semua begitu pandangan tiba-tiba brekkk tidak apa apa saya bisa sendiri naik motor sendiri ke dokter menahan sakit ternyata lambungku kumat lagiiaaa
0,0,seminggu ini sakit sudah kali minum fore tapi belum sembuh
0,0,sering sekali kalau di tempat yang ramai tiba-tiba kepala langsung sakit sekali ada yang sama tidak sihhh
0,0,sesar sesakit ini menyusui sulit sekali lihat anak tidak bisa pelekatan jadi kelaparan karena flat nipple sungguh hati saya sakit rasanya semoga hari kedepannya bisa lebih dimudahkan
0,0,setiap hari migrain tidak sembuh kenapa ya mana sakit sekali sampai susah tidur
0,0,setiap jam malam badanku selalu panas dan pasti saya mimisan begitu sampai saya minta bundaku buat bacain ayat kursi biar badanku adem dan mimisannya itu bukan darah cair begitu tapi ngegumpall seumur idup sakit terparah itu dan tidak mau lagi sudah cukup waktu itu
0,0,sudah begitu mereka tidak mau divaksin tidak penting sudah sehat katanya
0,0,sudah dipijitin mama tapi punggungku masih sakit
0,0,sudah hampir tahun pak supri menderita sakit penjepitan saraf otak yang mengakibatkan kaki dan tangan tidak mampu digerakan dengan normal
0,0,sudah kejatuhan mamah ditambah lagi sama tangga demi apapun badanku sakit semua dong mamah bbnya kg kalau di ingat mau ngakak terus kenapa mamahku dengan gayanya naik atas buat benerin platfon tapi berujung mengenaskan
0,0,sudah minum berbagai obat kenapa ini kepala masih sakit sihhh
0,0,sudah satu minggu lebih sakit
0,0,sudah sedikit engep dan punggung sakit sekali
0,0,sudah tidak kapok sekali merasakan sakit badan semua
0,0,tadi malam kebangun gara tiba-tiba pusing sekali ini pusing lagi kepala sakit sekali
0,0,tahu tidak sih hal yang paling parah selain sakit gigi sumpah radang sariawan di lidah memang seperti anjing bikin tidak bisa makan
0,0,tapi ada juga yang ngeyel meski sudah melanggar protokol kesehatan model begini nih yang bikin saya sebal sudah salah diingatkan malah marah tidak ada akhlak memang
0,0,tapi kepala saya sakit habis keujanan
0,0,tapi pegel euy sakit semua
0,0,tenggorokan mulai sakit lagi ya padahal bekerja dari rumah gapernah kemana mana
0,0,tenggorokan sakit sekali
0,0,teringat semalam dibentur keras hiksss masih sakit t___t
0,0,terus di bawalah saya kesana tiap minggu begitu seperti kontrol begitu lah saya pas sd sakit itu ampe satu bulan jujur sakitnya seperti orang kena guna guna jadi linglung di ajak ngobrol sama orang malah menangis ditanya juga tidak nyambung cuma bisa diam
0,0,tiap bangun tidur entah pagi apa tidur siang kepalanya masih sakit saja ke orang lagi kena flu berat harus minum obat apalagi biar cepat sembuh
0,0,tiap hari marahin anak menyesal minta maaf di ulangi lagi giliran anak sakit menyesalnya tidak ketulungan
0,0,tiba-tiba perjalanan pulang perut sakit di ulu hati kerasa panas dan first time sakit sekali
0,0,tidak lagi deh baru tidur jam langsung main badminton bukannya sehat malah tambah penyakit tolol memang pantes kalah
0,0,tidak usah ada pcr sekalian kembalikan fitrah pcr sebagai alat diagnosa untuk yang sakit bergejala bukan orang sehat yang dicolok-colok
0,0,tulang punggungku berasa seperti patah ini buat miring ke kanan kok ya sakit
0,0,tumbang hari ini badan demam tenggorokan sakit bersin terus
0,0,weh masa tadi pagi perutku sakit sekali gila
0,0,ya allah sakit sekali mau tidur dulu tapi tidak bisa
0,0,ya wajar kalau tenggorokan jadi sakit ’
0,0,yang ada malah sakit pundak buat bangun saja susah
0,0,yang mau operasi buat kanker tidak bisa di terima di rumah sakit disuruh pulang akhirnya tidak bisa selamat
0,1,absen kuliah memilih tidur tugas ya dikerjain seadanya sebisanya
0,1,ada tidak ada corona sekolah luring sudah harus cepat dilaksanain sekolah daring cuma bikin kemrosotan moral anak sd smp bahkan yang kelas sma skarenag cth terbanyak di medsos sudah menunjukkan seberapa merosotnya moral mereka dikasi nasihat ngelunjak dalam dikira mengatur
0,1,aduh sumpah saya lelah sekali kuliah
0,1,apa saya putus kuliah saja agak takut kalau papa kenapa terus yang biayain kuliah siapa mana adik masih kecil jadi banyak keperluan juga mami juga tidak ada kerjaan tetap adanya jualan olshop pakaian should i end up my uni life dan kerja saja disini
0,1,aturan baru bos bisa matikan sekolah pinggiran
0,1,bahkan dulu saya juga pernah diintimidasi sebelum akhirnya ikut bimbel yang diadakan guru sekolah tidak cuma fisik psikis pun hampir kenak tiap senin jam pertama pasti pelajaran matematika dan dalam hal dijewer sampai merah kadang luka pasti saya sasaran utamanya
0,1,bangsat memang ini corona tidak selesai lelah kali saya weh makanya buat kelen yang masih bisa sekolah timggi tanpa perlu pikir cari biaya semesteran spp uas sudah kuliah yang benar bangsat
0,1,baru merasakan tidak kekontrol kuliah
0,1,baru semester kuliah sudah ketemu teman yang beracun
0,1,bayar ukt mahal mahal kuliah nya daring yhaaa balikin duit sisa semester gueee
0,1,beda generasi beda cerita lagi pas adek sendiri disaranin buat sepeda ke sekolah sudah bisa menebak tidak mau malu mbak sama teman-teman yang lain yang lain saja pakai motor saya pakai sepeda sendiri suka napas panjang kalau sudah lihat realita yang seperti begini
0,1,belajar kaya begini penting tidak sih seperti buang buang waktu begitu
0,1,belajar terus pintar tidak
0,1,belum ada seminggu kuliah semester sudah mabok tugas
0,1,berjuang menuju lulus semester ini pusing sekali
0,1,besok kuliah ambil fisika murni saja biar tambah menangis oke
0,1,bisa tidak lulus tanpa skripsian lelah
0,1,bk sekolah saya dulu saja mengesalkan cuma karena nilai ipa saya besar suruh masuk jurusan ipa padahal sudah punya plan ke ips biar kuliah linear ke sosial eh tidak dibolehin
0,1,bulan ini banyak sekali ujiannya yang paling kerasa itu masalah finansial karena harus bayar kuliah
0,1,covid kuliah daring sayang duwit nya juta per semester hanya untuk duduk didepan leptop
0,1,cuma distop bos nya sekolah negeri yang memaksakan menentang skb menteri tersebut mas menteri cc kalau ada sekolah negeri yang menentang skb tersebut mk para asn guru tersebut melawan negara makar maka pecat saja semua asn nya selesai
0,1,dari jaman sekolah kalau sudah buka buku bawaanya mengantuk
0,1,dari jaman sekolah kalau sudah buka buku langsung saja bawaanya mengantuk
0,1,diruangan pada ngomongin biaya masuk sekolah anak yang mahal
0,1,dulu jaman kuliah ada dosen aku yang aneh dia kasih nilai bagus ke anak yang namanya islami seperti muhammad aisyah yang lain dapat nilai b padahal saya tahu kemampuan teman sekelas
0,1,dulu saya pas sma ambis sekali nilai harus bagus sekarang sejak kuliah sudah tidak ambis lagi wkkwkw
0,1,efek kuliah daring tidak cuma sebatas tentang kesulitan sama proses belajar karena lama dirumah bikin kita tahu segala situasi yang terjadi dirumah dan bikin tekanan jadi tambah tidak cuma sekedar tentang masalah kuliah masalah ekonomi belum lagi masalah ecek yang mkin tambah rumit
0,1,eh apa saya berhenti kuliah saja ya
0,1,emak saya malah marah marah kalau saya mau kuliah katanya sok berpendidikan dahal saya dari tk sampai sma tidak bayar semua tidak bayar spp sedangkan adek adek saya bayar spp berjuta juta malah dibangga bangga in
0,1,gubernur jateng ganjar pranowo sidak ke dua sekolah di solo raya yakni smp negeri sawit dan sd negeri wadunggetas ganjar menilai masih ada sekolah yang belum siap menggelar ptm ptm ganjarpranowo sekolah protokol kesehatan klaten solo pembelajarantatapmuka
0,1,habis kalkulasi sama anjarina ternyata kuliah aku habis banyak sekali beban orang tua sekali ya allah
0,1,hah kuliah apakah yang kau maksud virtual meeting lalu ditinggal tidur
0,1,hari di minggu pertama kuliah tidak ada kelas niatnya saya yang mau melakukan perbaikan tapi sepertinya sistemnya dulu deh harus diperbaiki menyesal tlah kubayarkan
0,1,hujan membuat malas sekolah
0,1,indonesia ada yang kurang dari segi pendidikan dan kesehatan
0,1,ingin berhenti kuliah saja
0,1,ingin cpet lulus dan kerja dapat duit sudah tidak sanggup lagi kuliah
0,1,ingin cuti kuliah mau cari duit buat ngekos bulan bayar ukt buat nylsein skripsi sikon di rumah lagi tidak baik
0,1,ingin kupukul kalau ada orang yang bilang yauda buru dikerjain biar cepat lulus juga memang gaingin nikah kamu heh malihhh kau pikir tidak ada usahaku begitu kalau tidak tahu apa tidak mau ngerjain mending diam dahhh jangankan juga ada pikiran buat buru nikah yang penting selesai dulu kalau kuliah
0,1,ingin off kuliah hari ini berat sekali penuh tidak ada jeda
0,1,ini kalau beneran jadi sepertinya saya bakal memecahkan rekor setahun tidak ikut kuliah di kelas pas beneran kelas kagok
0,1,ini malas ngerjain laporan ta lulus lewat jalur apa ya
0,1,iya malas sekali kuliah daring
0,1,iyaa di semester tuu kekk ehmmm semakin malas kuliah tapi ta di depan mata
0,1,jadi sekolah tatap muka secara terbatas merupakan opsi tambahan dari pjj karena sebagian orang tua mengeluhkan anak-anak memilih bermain dibanding belajar terutama bagi orang tua yang keduanya bekerja dan tidak bekerja dari rumah
0,1,jalan rusak menuju ke sekolah kota semarang
0,1,jam tidur terganggu oleh jam belajar
0,1,jujur kadang masih kepikiran ko saya ninggalin unika dengan alasan yang gajelas cuma malas sama mata kuliah yang bikin lelah haha saya lemah sekali ya
0,1,jujur nih di sekolah tempat saya kerja pada abai protokol kesehatan mengerikan sendiri cuma bisa ingatkan siswa saja
0,1,jujur saya sering digituin sama murid saya memang jaman sekarang anak sekolah susah sekali buat sopan ke guru ketemu diluar bukannya nyapa salim malah buang muka hadehhh
0,1,kalau belajar di kamar hawanya mengantuk terus
0,1,kalau tidak mau tugas banyak tidak usah kuliah
0,1,kalau tidak niat kuliah jangan menyusahkan yang niat kuliah lah kontol memek anjing bangsat
0,1,kampusku lockdown bau bau daring sampai lulus ini mah kalau sudah begini saya cabut saja dari semarang
0,1,kamu belum kuliah saja sudah dibungkam nanti kalau kamu kuliah semua hak kamu diatur sedemikian rupa untuk kepentingan tidak jelas padahal hakekat sebagai mahasiswa adalah merdeka dalam berpikir  sudah mahal kamu tidak boleh menerima hakmu uinwsmahal uinwsmelawan jangandiam
0,1,kamu kira saya menangis karena apa ya karena pusing pikir kuliah lah
0,1,karena sibuk menangis sehingga icul tidak punya niat belajar yasudah kita pasrah saja
0,1,kasihan juga kuliah daring itu memang memudahkan tapi banyak hal penting yang hilang yang hanya bisa didapatkan diperkuliahan tatap muka selain daripada bisa menikmati fasilitas yang ada apalagi kuliah di ptn sekarang mahal sekali
0,1,kata saya sih saya tidak siap jadi anak sudah besar kerja cari duit susah sekali tapi kuliah begini juga mahal sekali yaallah
0,1,kaya saya lelah baaanget yaallaah pagi jam sudah harus siap-siap sekolah pulang jam sampai rumah jam karena macet sekali terus habis itu lanjut daring sampai jam terus nanti beberes rumah terus malamnya ngerjain pr sama ngerjain tugas daring lelah baaanget
0,1,kepikiran masa depan kepentok duit terus tolong mau balik kuliah saja deh asliii
0,1,kerjaan dan kuliah sedang tidak baik baik saja
0,1,kesannya kalau sudah bayar mahal ya yang biasanya terjadi orang tua lepas tangan berasa masa depan anaknya ya tanggungan sekolah sama gurunya gila saja anak dipakai buat gambling begitu
0,1,kok bisa ya gurunya dipecat secara sepihak dan sekolah tidak ada tanggung jawab
0,1,kok ingin pindah kuliah dijogja ya tidak nyaman kuliah di semarang
0,1,kpai catat anak sekolah jadi korban pelecehan seksual sepanjang
0,1,kuliah audit jam pas selesai jadi migrain
0,1,kuliah belum selesai sekali sangat tertekan
0,1,kuliah belum selesai sudah di tanyain lanjut lagi apa tidak yaallah sepertinya bakal meletus kepalaku
0,1,kuliah daring bukannya memperhatikan materi malah scroll twitter menghadeh
0,1,kuliah daring saja masa ada hujan jadi malas memang dasar pemalas saja kalian
0,1,kuliah daring tidak bikin pintar tapi belajar buat bodo
0,1,kuliah di negeri begini amat cari nilai seperti cari pahala
0,1,kuliah kali organisasi libur sih jumat minggu tapi tidak merasakan liburnya wkwkk ada saja hal mulai tugas zoom bersama kelompok organisasi ketemu luring organisasi bahas progja selanjutnya sibuk men hidupku mulai semester
0,1,kuliah karena ingin kuliah tapi tidak ada uang
0,1,kuliah kesehatan itu memang bikin sakit
0,1,kuliah kosong terus tiba-tiba langsung uts pusing jum
0,1,kuliah lagi bukannya tambah pintar malah tambah oon hahahaha
0,1,kuliah pakai acara ngerjainnya learning buang waktu istirahat saja
0,1,kuliah saja masih tidak jelas
0,1,kuliah salah jurusan kerja salah bagian
0,1,kuliah sambil tidur sudah paling enak
0,1,kuliah sudah ditahap akhir akhir semakin kesini semakin susah pusing stres jengkel emosi semuanya
0,1,kuliah tanpa tatap muka tapi ukt mahal punya cermin nih buat rektorat yang mau makai biar keliatan ganteng fasilitas apa yang di berikan ke mahasiswa hak hak mahasiswa selalu terbungkam uinwsmahal uinwsmelawan
0,1,kuliah tapi cuti buat kerja kak tidak mampu bayar kuliah soalnya
0,1,kuliah tidak selesai-selesai bukan karena saya malasan tapi karena waldos saya slowrespon
0,1,kuliah tugas kepanitiaan organisasi kerjaan semua jadi satu seperti sudah mau gilaa saya semester tua niatnya mau santai sedikit tinggal mengurus akhir saja malah semakin bnyak yang di urusss
0,1,lagi pusing cari sekolah anak
